YEAR,MONTH,Category,Number
2016,9,NYC Employed," 3,902,830 "
2016,10,NYC Employed," 3,904,190 "
2016,11,NYC Employed," 3,906,000 "
2016,12,NYC Employed," 3,908,807 "
2017,1,NYC Employed," 3,912,552 "
2017,2,NYC Employed," 3,916,759 "
2017,3,NYC Employed," 3,920,330 "
2017,4,NYC Employed," 3,922,863 "
2017,5,NYC Employed," 3,924,547 "
2017,6,NYC Employed," 3,925,443 "
2017,7,NYC Employed," 3,925,559 "
2017,8,NYC Employed," 3,924,547 "
2017,9,NYC Employed," 3,922,246 "
2017,10,NYC Employed," 3,919,062 "
2017,11,NYC Employed," 3,915,272 "
2017,12,NYC Employed," 3,911,658 "
2018,1,NYC Employed," 3,909,142 "
2018,2,NYC Employed," 3,908,305 "
2018,3,NYC Employed," 3,908,771 "
2018,4,NYC Employed," 3,909,045 "
2018,5,NYC Employed," 3,908,100 "
2018,6,NYC Employed," 3,906,443 "
2018,7,NYC Employed," 3,905,119 "
2018,8,NYC Employed," 3,905,133 "
2018,9,NYC Employed," 3,906,738 "
2018,10,NYC Employed," 3,909,279 "
2018,11,NYC Employed," 3,911,936 "
2018,12,NYC Employed," 3,913,623 "
2019,1,NYC Employed," 3,913,506 "
2019,2,NYC Employed," 3,911,257 "
2019,3,NYC Employed," 3,907,702 "
2019,4,NYC Employed," 3,904,612 "
2019,5,NYC Employed," 3,903,141 "
2019,6,NYC Employed," 3,903,467 "
2019,7,NYC Employed," 3,905,502 "
2019,8,NYC Employed," 3,907,825 "
2019,9,NYC Employed," 3,910,397 "
2019,10,NYC Employed," 3,912,003 "
2019,11,NYC Employed," 3,911,889 "
2019,12,NYC Employed," 3,911,570 "
2020,1,NYC Employed," 3,911,937 "
2020,2,NYC Employed," 3,914,274 "
2020,3,NYC Employed," 3,783,906 "
2020,4,NYC Employed," 3,178,742 "
2020,5,NYC Employed," 2,999,807 "
2020,6,NYC Employed," 3,174,861 "
2020,7,NYC Employed," 3,205,940 "
2020,8,NYC Employed," 3,353,725 "
2020,9,NYC Employed," 3,287,795 "
1976,1,NYC Unemployed," 345,384 "
1976,2,NYC Unemployed," 344,809 "
1976,3,NYC Unemployed," 344,124 "
1976,4,NYC Unemployed," 344,071 "
1976,5,NYC Unemployed," 345,113 "
1976,6,NYC Unemployed," 346,117 "
1976,7,NYC Unemployed," 346,505 "
1976,8,NYC Unemployed," 346,191 "
1976,9,NYC Unemployed," 344,237 "
1976,10,NYC Unemployed," 340,876 "
1976,11,NYC Unemployed," 337,121 "
1976,12,NYC Unemployed," 332,899 "
1977,1,NYC Unemployed," 328,335 "
1977,2,NYC Unemployed," 322,811 "
1977,3,NYC Unemployed," 316,260 "
1977,4,NYC Unemployed," 310,058 "
1977,5,NYC Unemployed," 305,653 "
1977,6,NYC Unemployed," 304,045 "
1977,7,NYC Unemployed," 304,756 "
1977,8,NYC Unemployed," 306,577 "
1977,9,NYC Unemployed," 308,425 "
1977,10,NYC Unemployed," 308,838 "
1977,11,NYC Unemployed," 306,797 "
1977,12,NYC Unemployed," 303,020 "
1978,1,NYC Unemployed," 297,885 "
1978,2,NYC Unemployed," 291,953 "
1978,3,NYC Unemployed," 285,971 "
1978,4,NYC Unemployed," 280,335 "
1978,5,NYC Unemployed," 275,658 "
1978,6,NYC Unemployed," 272,015 "
1978,7,NYC Unemployed," 269,693 "
1978,8,NYC Unemployed," 268,729 "
1978,9,NYC Unemployed," 268,249 "
1978,10,NYC Unemployed," 267,959 "
1978,11,NYC Unemployed," 267,717 "
1978,12,NYC Unemployed," 267,230 "
1979,1,NYC Unemployed," 266,810 "
1979,2,NYC Unemployed," 267,016 "
1979,3,NYC Unemployed," 268,214 "
1979,4,NYC Unemployed," 270,497 "
1979,5,NYC Unemployed," 273,198 "
1979,6,NYC Unemployed," 275,438 "
1979,7,NYC Unemployed," 275,873 "
1979,8,NYC Unemployed," 274,272 "
1979,9,NYC Unemployed," 271,569 "
1979,10,NYC Unemployed," 267,730 "
1979,11,NYC Unemployed," 263,209 "
1979,12,NYC Unemployed," 259,629 "
1980,1,NYC Unemployed," 257,770 "
1980,2,NYC Unemployed," 257,438 "
1980,3,NYC Unemployed," 258,135 "
1980,4,NYC Unemployed," 258,837 "
1980,5,NYC Unemployed," 259,129 "
1980,6,NYC Unemployed," 259,219 "
1980,7,NYC Unemployed," 259,152 "
1980,8,NYC Unemployed," 258,852 "
1980,9,NYC Unemployed," 258,827 "
1980,10,NYC Unemployed," 260,621 "
1980,11,NYC Unemployed," 264,687 "
1980,12,NYC Unemployed," 270,043 "
1981,1,NYC Unemployed," 276,072 "
1981,2,NYC Unemployed," 281,642 "
1981,3,NYC Unemployed," 284,601 "
1981,4,NYC Unemployed," 283,569 "
1981,5,NYC Unemployed," 278,670 "
1981,6,NYC Unemployed," 271,616 "
1981,7,NYC Unemployed," 265,674 "
1981,8,NYC Unemployed," 263,135 "
1981,9,NYC Unemployed," 264,424 "
1981,10,NYC Unemployed," 268,847 "
1981,11,NYC Unemployed," 274,726 "
1981,12,NYC Unemployed," 280,293 "
1982,1,NYC Unemployed," 283,873 "
1982,2,NYC Unemployed," 285,405 "
1982,3,NYC Unemployed," 285,837 "
1982,4,NYC Unemployed," 286,110 "
1982,5,NYC Unemployed," 286,550 "
1982,6,NYC Unemployed," 287,352 "
1982,7,NYC Unemployed," 288,922 "
1982,8,NYC Unemployed," 291,691 "
1982,9,NYC Unemployed," 295,481 "
1982,10,NYC Unemployed," 299,452 "
1982,11,NYC Unemployed," 302,826 "
1982,12,NYC Unemployed," 304,487 "
1983,1,NYC Unemployed," 304,380 "
1983,2,NYC Unemployed," 302,882 "
1983,3,NYC Unemployed," 300,983 "
1983,4,NYC Unemployed," 300,236 "
1983,5,NYC Unemployed," 300,943 "
1983,6,NYC Unemployed," 301,825 "
1983,7,NYC Unemployed," 301,143 "
1983,8,NYC Unemployed," 298,182 "
1983,9,NYC Unemployed," 293,205 "
1983,10,NYC Unemployed," 286,699 "
1983,11,NYC Unemployed," 279,676 "
1983,12,NYC Unemployed," 273,433 "
1984,1,NYC Unemployed," 268,231 "
1984,2,NYC Unemployed," 264,822 "
1984,3,NYC Unemployed," 264,687 "
1984,4,NYC Unemployed," 267,834 "
1984,5,NYC Unemployed," 273,760 "
1984,6,NYC Unemployed," 280,875 "
1984,7,NYC Unemployed," 286,433 "
1984,8,NYC Unemployed," 288,569 "
1984,9,NYC Unemployed," 287,016 "
1984,10,NYC Unemployed," 282,759 "
1984,11,NYC Unemployed," 277,688 "
1984,12,NYC Unemployed," 273,917 "
1985,1,NYC Unemployed," 272,701 "
1985,2,NYC Unemployed," 272,963 "
1985,3,NYC Unemployed," 272,121 "
1985,4,NYC Unemployed," 268,905 "
1985,5,NYC Unemployed," 263,902 "
1985,6,NYC Unemployed," 258,526 "
1985,7,NYC Unemployed," 254,528 "
1985,8,NYC Unemployed," 251,819 "
1985,9,NYC Unemployed," 250,053 "
1985,10,NYC Unemployed," 249,608 "
1985,11,NYC Unemployed," 250,386 "
1985,12,NYC Unemployed," 252,238 "
1986,1,NYC Unemployed," 255,050 "
1986,2,NYC Unemployed," 258,174 "
1986,3,NYC Unemployed," 260,278 "
1986,4,NYC Unemployed," 259,960 "
1986,5,NYC Unemployed," 256,044 "
1986,6,NYC Unemployed," 248,772 "
1986,7,NYC Unemployed," 239,462 "
1986,8,NYC Unemployed," 230,382 "
1986,9,NYC Unemployed," 223,280 "
1986,10,NYC Unemployed," 218,235 "
1986,11,NYC Unemployed," 214,604 "
1986,12,NYC Unemployed," 210,846 "
1987,1,NYC Unemployed," 205,936 "
1987,2,NYC Unemployed," 200,165 "
1987,3,NYC Unemployed," 194,410 "
1987,4,NYC Unemployed," 188,837 "
1987,5,NYC Unemployed," 183,717 "
1987,6,NYC Unemployed," 180,075 "
1987,7,NYC Unemployed," 178,566 "
1987,8,NYC Unemployed," 178,711 "
1987,9,NYC Unemployed," 178,723 "
1987,10,NYC Unemployed," 177,330 "
1987,11,NYC Unemployed," 173,723 "
1987,12,NYC Unemployed," 168,092 "
1988,1,NYC Unemployed," 160,988 "
1988,2,NYC Unemployed," 153,628 "
1988,3,NYC Unemployed," 148,292 "
1988,4,NYC Unemployed," 147,144 "
1988,5,NYC Unemployed," 150,499 "
1988,6,NYC Unemployed," 156,700 "
1988,7,NYC Unemployed," 163,865 "
1988,8,NYC Unemployed," 171,175 "
1988,9,NYC Unemployed," 178,558 "
1988,10,NYC Unemployed," 185,154 "
1988,11,NYC Unemployed," 190,863 "
1988,12,NYC Unemployed," 196,494 "
1989,1,NYC Unemployed," 202,712 "
1989,2,NYC Unemployed," 209,609 "
1989,3,NYC Unemployed," 216,073 "
1989,4,NYC Unemployed," 221,364 "
1989,5,NYC Unemployed," 225,352 "
1989,6,NYC Unemployed," 228,131 "
1989,7,NYC Unemployed," 230,012 "
1989,8,NYC Unemployed," 230,871 "
1989,9,NYC Unemployed," 230,812 "
1989,10,NYC Unemployed," 230,627 "
1989,11,NYC Unemployed," 230,462 "
1989,12,NYC Unemployed," 229,853 "
1990,1,NYC Unemployed," 228,367 "
1990,2,NYC Unemployed," 225,795 "
1990,3,NYC Unemployed," 222,690 "
1990,4,NYC Unemployed," 219,898 "
1990,5,NYC Unemployed," 218,662 "
1990,6,NYC Unemployed," 219,908 "
1990,7,NYC Unemployed," 223,476 "
1990,8,NYC Unemployed," 228,610 "
1990,9,NYC Unemployed," 234,006 "
1990,10,NYC Unemployed," 238,726 "
1990,11,NYC Unemployed," 242,666 "
1990,12,NYC Unemployed," 246,754 "
1991,1,NYC Unemployed," 252,567 "
1991,2,NYC Unemployed," 260,525 "
1991,3,NYC Unemployed," 269,570 "
1991,4,NYC Unemployed," 278,019 "
1991,5,NYC Unemployed," 284,032 "
1991,6,NYC Unemployed," 287,089 "
1991,7,NYC Unemployed," 288,263 "
1991,8,NYC Unemployed," 289,477 "
1991,9,NYC Unemployed," 292,875 "
1991,10,NYC Unemployed," 299,575 "
1991,11,NYC Unemployed," 308,738 "
1991,12,NYC Unemployed," 318,455 "
1992,1,NYC Unemployed," 327,517 "
1992,2,NYC Unemployed," 336,245 "
1992,3,NYC Unemployed," 345,123 "
1992,4,NYC Unemployed," 354,540 "
1992,5,NYC Unemployed," 364,230 "
1992,6,NYC Unemployed," 372,961 "
1992,7,NYC Unemployed," 379,508 "
1992,8,NYC Unemployed," 383,371 "
1992,9,NYC Unemployed," 384,913 "
1992,10,NYC Unemployed," 384,641 "
1992,11,NYC Unemployed," 383,101 "
1992,12,NYC Unemployed," 380,215 "
1993,1,NYC Unemployed," 375,145 "
1993,2,NYC Unemployed," 367,359 "
1993,3,NYC Unemployed," 357,580 "
1993,4,NYC Unemployed," 347,021 "
1993,5,NYC Unemployed," 337,825 "
1993,6,NYC Unemployed," 332,105 "
1993,7,NYC Unemployed," 330,197 "
1993,8,NYC Unemployed," 331,047 "
1993,9,NYC Unemployed," 332,809 "
1993,10,NYC Unemployed," 334,084 "
1993,11,NYC Unemployed," 334,450 "
1993,12,NYC Unemployed," 333,022 "
1994,1,NYC Unemployed," 328,928 "
1994,2,NYC Unemployed," 322,250 "
1994,3,NYC Unemployed," 314,175 "
1994,4,NYC Unemployed," 305,898 "
1994,5,NYC Unemployed," 298,146 "
1994,6,NYC Unemployed," 291,186 "
1994,7,NYC Unemployed," 284,802 "
1994,8,NYC Unemployed," 278,355 "
1994,9,NYC Unemployed," 271,432 "
1994,10,NYC Unemployed," 263,851 "
1994,11,NYC Unemployed," 256,533 "
1994,12,NYC Unemployed," 251,569 "
1995,1,NYC Unemployed," 250,405 "
1995,2,NYC Unemployed," 252,621 "
1995,3,NYC Unemployed," 257,057 "
1995,4,NYC Unemployed," 262,556 "
1995,5,NYC Unemployed," 267,889 "
1995,6,NYC Unemployed," 271,819 "
1995,7,NYC Unemployed," 274,337 "
1995,8,NYC Unemployed," 275,854 "
1995,9,NYC Unemployed," 276,414 "
1995,10,NYC Unemployed," 276,471 "
1995,11,NYC Unemployed," 276,316 "
1995,12,NYC Unemployed," 276,877 "
1996,1,NYC Unemployed," 279,080 "
1996,2,NYC Unemployed," 283,196 "
1996,3,NYC Unemployed," 288,306 "
1996,4,NYC Unemployed," 292,626 "
1996,5,NYC Unemployed," 294,799 "
1996,6,NYC Unemployed," 294,932 "
1996,7,NYC Unemployed," 294,263 "
1996,8,NYC Unemployed," 294,948 "
1996,9,NYC Unemployed," 299,001 "
1996,10,NYC Unemployed," 306,795 "
1996,11,NYC Unemployed," 317,049 "
1996,12,NYC Unemployed," 327,444 "
1997,1,NYC Unemployed," 336,207 "
1997,2,NYC Unemployed," 342,412 "
1997,3,NYC Unemployed," 345,502 "
1997,4,NYC Unemployed," 346,310 "
1997,5,NYC Unemployed," 345,548 "
1997,6,NYC Unemployed," 343,041 "
1997,7,NYC Unemployed," 338,163 "
1997,8,NYC Unemployed," 331,023 "
1997,9,NYC Unemployed," 322,493 "
1997,10,NYC Unemployed," 314,534 "
1997,11,NYC Unemployed," 308,328 "
1997,12,NYC Unemployed," 303,849 "
1998,1,NYC Unemployed," 300,299 "
1998,2,NYC Unemployed," 296,621 "
1998,3,NYC Unemployed," 292,124 "
1998,4,NYC Unemployed," 286,489 "
1998,5,NYC Unemployed," 280,691 "
1998,6,NYC Unemployed," 276,435 "
1998,7,NYC Unemployed," 274,882 "
1998,8,NYC Unemployed," 275,368 "
1998,9,NYC Unemployed," 276,473 "
1998,10,NYC Unemployed," 275,958 "
1998,11,NYC Unemployed," 272,693 "
1998,12,NYC Unemployed," 266,971 "
1999,1,NYC Unemployed," 259,556 "
1999,2,NYC Unemployed," 252,624 "
1999,3,NYC Unemployed," 248,118 "
1999,4,NYC Unemployed," 246,860 "
1999,5,NYC Unemployed," 248,222 "
1999,6,NYC Unemployed," 250,416 "
1999,7,NYC Unemployed," 251,246 "
1999,8,NYC Unemployed," 249,144 "
1999,9,NYC Unemployed," 243,661 "
1999,10,NYC Unemployed," 236,059 "
1999,11,NYC Unemployed," 228,388 "
1999,12,NYC Unemployed," 222,415 "
2000,1,NYC Unemployed," 219,172 "
2000,2,NYC Unemployed," 217,907 "
2000,3,NYC Unemployed," 217,898 "
2000,4,NYC Unemployed," 218,259 "
2000,5,NYC Unemployed," 217,710 "
2000,6,NYC Unemployed," 215,928 "
2000,7,NYC Unemployed," 213,137 "
2000,8,NYC Unemployed," 209,566 "
2000,9,NYC Unemployed," 205,379 "
2000,10,NYC Unemployed," 200,809 "
2000,11,NYC Unemployed," 196,305 "
2000,12,NYC Unemployed," 192,489 "
2001,1,NYC Unemployed," 189,854 "
2001,2,NYC Unemployed," 188,565 "
2001,3,NYC Unemployed," 188,471 "
2001,4,NYC Unemployed," 190,039 "
2001,5,NYC Unemployed," 194,140 "
2001,6,NYC Unemployed," 201,149 "
2001,7,NYC Unemployed," 211,160 "
2001,8,NYC Unemployed," 223,947 "
2001,9,NYC Unemployed," 238,343 "
2001,10,NYC Unemployed," 252,676 "
2001,11,NYC Unemployed," 265,657 "
2001,12,NYC Unemployed," 276,549 "
2002,1,NYC Unemployed," 285,080 "
2002,2,NYC Unemployed," 291,413 "
2002,3,NYC Unemployed," 295,709 "
2002,4,NYC Unemployed," 297,511 "
2002,5,NYC Unemployed," 296,881 "
2002,6,NYC Unemployed," 294,578 "
2002,7,NYC Unemployed," 292,238 "
2002,8,NYC Unemployed," 291,771 "
2002,9,NYC Unemployed," 294,583 "
2002,10,NYC Unemployed," 300,118 "
2002,11,NYC Unemployed," 306,355 "
2002,12,NYC Unemployed," 311,173 "
2003,1,NYC Unemployed," 313,743 "
2003,2,NYC Unemployed," 313,996 "
2003,3,NYC Unemployed," 312,483 "
2003,4,NYC Unemployed," 310,717 "
2003,5,NYC Unemployed," 310,007 "
2003,6,NYC Unemployed," 310,448 "
2003,7,NYC Unemployed," 310,651 "
2003,8,NYC Unemployed," 309,467 "
2003,9,NYC Unemployed," 306,395 "
2003,10,NYC Unemployed," 302,458 "
2003,11,NYC Unemployed," 298,883 "
2003,12,NYC Unemployed," 295,631 "
2004,1,NYC Unemployed," 292,459 "
2004,2,NYC Unemployed," 289,390 "
2004,3,NYC Unemployed," 286,436 "
2004,4,NYC Unemployed," 282,712 "
2004,5,NYC Unemployed," 277,599 "
2004,6,NYC Unemployed," 270,817 "
2004,7,NYC Unemployed," 263,012 "
2004,8,NYC Unemployed," 254,680 "
2004,9,NYC Unemployed," 246,324 "
2004,10,NYC Unemployed," 238,502 "
2004,11,NYC Unemployed," 231,538 "
2004,12,NYC Unemployed," 226,577 "
2005,1,NYC Unemployed," 223,433 "
2005,2,NYC Unemployed," 221,219 "
2005,3,NYC Unemployed," 218,966 "
2005,4,NYC Unemployed," 216,763 "
2005,5,NYC Unemployed," 215,216 "
2005,6,NYC Unemployed," 215,410 "
2005,7,NYC Unemployed," 217,948 "
2005,8,NYC Unemployed," 221,375 "
2005,9,NYC Unemployed," 223,861 "
2005,10,NYC Unemployed," 223,854 "
2005,11,NYC Unemployed," 221,208 "
2005,12,NYC Unemployed," 216,452 "
2006,1,NYC Unemployed," 210,705 "
2006,2,NYC Unemployed," 205,555 "
2006,3,NYC Unemployed," 202,294 "
2006,4,NYC Unemployed," 200,685 "
2006,5,NYC Unemployed," 198,783 "
2006,6,NYC Unemployed," 195,231 "
2006,7,NYC Unemployed," 189,540 "
2006,8,NYC Unemployed," 183,526 "
2006,9,NYC Unemployed," 179,083 "
2006,10,NYC Unemployed," 176,468 "
2006,11,NYC Unemployed," 175,545 "
2006,12,NYC Unemployed," 176,025 "
2007,1,NYC Unemployed," 177,859 "
2007,2,NYC Unemployed," 180,923 "
2007,3,NYC Unemployed," 184,741 "
2007,4,NYC Unemployed," 189,017 "
2007,5,NYC Unemployed," 193,620 "
2007,6,NYC Unemployed," 197,684 "
2007,7,NYC Unemployed," 200,377 "
2007,8,NYC Unemployed," 201,595 "
2007,9,NYC Unemployed," 201,409 "
2007,10,NYC Unemployed," 200,837 "
2007,11,NYC Unemployed," 200,191 "
2007,12,NYC Unemployed," 199,488 "
2008,1,NYC Unemployed," 198,911 "
2008,2,NYC Unemployed," 198,113 "
2008,3,NYC Unemployed," 197,497 "
2008,4,NYC Unemployed," 198,200 "
2008,5,NYC Unemployed," 201,096 "
2008,6,NYC Unemployed," 206,377 "
2008,7,NYC Unemployed," 213,728 "
2008,8,NYC Unemployed," 222,461 "
2008,9,NYC Unemployed," 232,850 "
2008,10,NYC Unemployed," 245,882 "
2008,11,NYC Unemployed," 261,830 "
2008,12,NYC Unemployed," 280,077 "
2009,1,NYC Unemployed," 299,505 "
2009,2,NYC Unemployed," 319,072 "
2009,3,NYC Unemployed," 337,196 "
2009,4,NYC Unemployed," 352,527 "
2009,5,NYC Unemployed," 365,249 "
2009,6,NYC Unemployed," 375,965 "
2009,7,NYC Unemployed," 385,065 "
2009,8,NYC Unemployed," 392,484 "
2009,9,NYC Unemployed," 397,639 "
2009,10,NYC Unemployed," 399,906 "
2009,11,NYC Unemployed," 400,263 "
2009,12,NYC Unemployed," 399,862 "
2010,1,NYC Unemployed," 398,522 "
2010,2,NYC Unemployed," 395,981 "
2010,3,NYC Unemployed," 392,313 "
2010,4,NYC Unemployed," 387,712 "
2010,5,NYC Unemployed," 382,031 "
2010,6,NYC Unemployed," 376,151 "
2010,7,NYC Unemployed," 371,355 "
2010,8,NYC Unemployed," 368,043 "
2010,9,NYC Unemployed," 366,039 "
2010,10,NYC Unemployed," 364,100 "
2010,11,NYC Unemployed," 360,926 "
2010,12,NYC Unemployed," 356,458 "
2011,1,NYC Unemployed," 352,074 "
2011,2,NYC Unemployed," 348,804 "
2011,3,NYC Unemployed," 347,006 "
2011,4,NYC Unemployed," 347,186 "
2011,5,NYC Unemployed," 349,605 "
2011,6,NYC Unemployed," 353,666 "
2011,7,NYC Unemployed," 358,584 "
2011,8,NYC Unemployed," 363,921 "
2011,9,NYC Unemployed," 369,145 "
2011,10,NYC Unemployed," 374,359 "
2011,11,NYC Unemployed," 379,037 "
2011,12,NYC Unemployed," 382,281 "
2012,1,NYC Unemployed," 384,067 "
2012,2,NYC Unemployed," 385,050 "
2012,3,NYC Unemployed," 385,965 "
2012,4,NYC Unemployed," 386,230 "
2012,5,NYC Unemployed," 385,143 "
2012,6,NYC Unemployed," 382,045 "
2012,7,NYC Unemployed," 376,815 "
2012,8,NYC Unemployed," 371,245 "
2012,9,NYC Unemployed," 367,323 "
2012,10,NYC Unemployed," 365,373 "
2012,11,NYC Unemployed," 365,038 "
2012,12,NYC Unemployed," 365,468 "
2013,1,NYC Unemployed," 365,704 "
2013,2,NYC Unemployed," 365,118 "
2013,3,NYC Unemployed," 363,718 "
2013,4,NYC Unemployed," 362,437 "
2013,5,NYC Unemployed," 362,587 "
2013,6,NYC Unemployed," 364,637 "
2013,7,NYC Unemployed," 367,246 "
2013,8,NYC Unemployed," 367,063 "
2013,9,NYC Unemployed," 362,411 "
2013,10,NYC Unemployed," 355,025 "
2013,11,NYC Unemployed," 346,842 "
2013,12,NYC Unemployed," 339,123 "
2014,1,NYC Unemployed," 330,499 "
2014,2,NYC Unemployed," 324,388 "
2014,3,NYC Unemployed," 319,094 "
2014,4,NYC Unemployed," 313,851 "
2014,5,NYC Unemployed," 307,185 "
2014,6,NYC Unemployed," 299,117 "
2014,7,NYC Unemployed," 290,937 "
2014,8,NYC Unemployed," 284,093 "
2014,9,NYC Unemployed," 279,030 "
2014,10,NYC Unemployed," 274,592 "
2014,11,NYC Unemployed," 270,183 "
2014,12,NYC Unemployed," 266,358 "
2015,1,NYC Unemployed," 262,405 "
2015,2,NYC Unemployed," 258,849 "
2015,3,NYC Unemployed," 254,190 "
2015,4,NYC Unemployed," 247,879 "
2015,5,NYC Unemployed," 240,024 "
2015,6,NYC Unemployed," 231,243 "
2015,7,NYC Unemployed," 223,105 "
2015,8,NYC Unemployed," 217,315 "
2015,9,NYC Unemployed," 214,227 "
2015,10,NYC Unemployed," 213,979 "
2015,11,NYC Unemployed," 215,996 "
2015,12,NYC Unemployed," 218,115 "
2016,1,NYC Unemployed," 218,700 "
2016,2,NYC Unemployed," 217,627 "
2016,3,NYC Unemployed," 215,502 "
2016,4,NYC Unemployed," 213,821 "
2016,5,NYC Unemployed," 213,964 "
2016,6,NYC Unemployed," 215,737 "
2016,7,NYC Unemployed," 217,731 "
2016,8,NYC Unemployed," 218,663 "
2016,9,NYC Unemployed," 217,882 "
2016,10,NYC Unemployed," 214,544 "
2016,11,NYC Unemployed," 208,472 "
2016,12,NYC Unemployed," 201,449 "
2017,1,NYC Unemployed," 195,555 "
2017,2,NYC Unemployed," 191,700 "
2017,3,NYC Unemployed," 190,379 "
2017,4,NYC Unemployed," 191,256 "
2017,5,NYC Unemployed," 193,037 "
2017,6,NYC Unemployed," 194,596 "
2017,7,NYC Unemployed," 195,180 "
2017,8,NYC Unemployed," 194,001 "
2017,9,NYC Unemployed," 190,966 "
2017,10,NYC Unemployed," 186,947 "
2017,11,NYC Unemployed," 183,302 "
2017,12,NYC Unemployed," 180,314 "
2018,1,NYC Unemployed," 178,290 "
2018,2,NYC Unemployed," 177,284 "
2018,3,NYC Unemployed," 176,394 "
2018,4,NYC Unemployed," 174,671 "
2018,5,NYC Unemployed," 171,967 "
2018,6,NYC Unemployed," 168,639 "
2018,7,NYC Unemployed," 165,474 "
2018,8,NYC Unemployed," 164,050 "
2018,9,NYC Unemployed," 165,147 "
2018,10,NYC Unemployed," 168,278 "
2018,11,NYC Unemployed," 172,208 "
2018,12,NYC Unemployed," 175,829 "
2019,1,NYC Unemployed," 177,977 "
2019,2,NYC Unemployed," 177,666 "
2019,3,NYC Unemployed," 175,202 "
2019,4,NYC Unemployed," 171,050 "
2019,5,NYC Unemployed," 166,068 "
2019,6,NYC Unemployed," 161,393 "
2019,7,NYC Unemployed," 157,097 "
2019,8,NYC Unemployed," 153,056 "
2019,9,NYC Unemployed," 149,775 "
2019,10,NYC Unemployed," 147,688 "
2019,11,NYC Unemployed," 147,589 "
2019,12,NYC Unemployed," 148,085 "
2020,1,NYC Unemployed," 142,668 "
2020,2,NYC Unemployed," 137,391 "
2020,3,NYC Unemployed," 160,306 "
2020,4,NYC Unemployed," 560,073 "
2020,5,NYC Unemployed," 670,292 "
2020,6,NYC Unemployed," 810,177 "
2020,7,NYC Unemployed," 795,416 "
2020,8,NYC Unemployed," 638,767 "
2020,9,NYC Unemployed," 538,694 "
1976,1,NYC Unemployment Rate, 11.1 
1976,2,NYC Unemployment Rate, 11.1 
1976,3,NYC Unemployment Rate, 11.1 
1976,4,NYC Unemployment Rate, 11.1 
1976,5,NYC Unemployment Rate, 11.1 
1976,6,NYC Unemployment Rate, 11.1 
1976,7,NYC Unemployment Rate, 11.1 
1976,8,NYC Unemployment Rate, 11.2 
1976,9,NYC Unemployment Rate, 11.1 
1976,10,NYC Unemployment Rate, 11.0 
1976,11,NYC Unemployment Rate, 10.9 
1976,12,NYC Unemployment Rate, 10.8 
1977,1,NYC Unemployment Rate, 10.7 
1977,2,NYC Unemployment Rate, 10.5 
1977,3,NYC Unemployment Rate, 10.3 
1977,4,NYC Unemployment Rate, 10.1 
1977,5,NYC Unemployment Rate, 10.0 
1977,6,NYC Unemployment Rate, 10.0 
1977,7,NYC Unemployment Rate, 10.0 
1977,8,NYC Unemployment Rate, 10.0 
1977,9,NYC Unemployment Rate, 10.1 
1977,10,NYC Unemployment Rate, 10.1 
1977,11,NYC Unemployment Rate, 10.0 
1977,12,NYC Unemployment Rate, 9.9 
1978,1,NYC Unemployment Rate, 9.7 
1978,2,NYC Unemployment Rate, 9.6 
1978,3,NYC Unemployment Rate, 9.4 
1978,4,NYC Unemployment Rate, 9.2 
1978,5,NYC Unemployment Rate, 9.1 
1978,6,NYC Unemployment Rate, 8.9 
1978,7,NYC Unemployment Rate, 8.9 
1978,8,NYC Unemployment Rate, 8.8 
1978,9,NYC Unemployment Rate, 8.8 
1978,10,NYC Unemployment Rate, 8.8 
1978,11,NYC Unemployment Rate, 8.8 
1978,12,NYC Unemployment Rate, 8.7 
1979,1,NYC Unemployment Rate, 8.7 
1979,2,NYC Unemployment Rate, 8.7 
1979,3,NYC Unemployment Rate, 8.8 
1979,4,NYC Unemployment Rate, 8.8 
1979,5,NYC Unemployment Rate, 8.9 
1979,6,NYC Unemployment Rate, 9.0 
1979,7,NYC Unemployment Rate, 9.0 
1979,8,NYC Unemployment Rate, 8.9 
1979,9,NYC Unemployment Rate, 8.8 
1979,10,NYC Unemployment Rate, 8.7 
1979,11,NYC Unemployment Rate, 8.6 
1979,12,NYC Unemployment Rate, 8.5 
1980,1,NYC Unemployment Rate, 8.4 
1980,2,NYC Unemployment Rate, 8.4 
1980,3,NYC Unemployment Rate, 8.5 
1980,4,NYC Unemployment Rate, 8.5 
1980,5,NYC Unemployment Rate, 8.5 
1980,6,NYC Unemployment Rate, 8.5 
1980,7,NYC Unemployment Rate, 8.5 
1980,8,NYC Unemployment Rate, 8.5 
1980,9,NYC Unemployment Rate, 8.5 
1980,10,NYC Unemployment Rate, 8.5 
1980,11,NYC Unemployment Rate, 8.6 
1980,12,NYC Unemployment Rate, 8.8 
1981,1,NYC Unemployment Rate, 9.0 
1981,2,NYC Unemployment Rate, 9.1 
1981,3,NYC Unemployment Rate, 9.2 
1981,4,NYC Unemployment Rate, 9.1 
1981,5,NYC Unemployment Rate, 9.0 
1981,6,NYC Unemployment Rate, 8.8 
1981,7,NYC Unemployment Rate, 8.6 
1981,8,NYC Unemployment Rate, 8.5 
1981,9,NYC Unemployment Rate, 8.6 
1981,10,NYC Unemployment Rate, 8.7 
1981,11,NYC Unemployment Rate, 8.9 
1981,12,NYC Unemployment Rate, 9.1 
